Box,Last Name,First Name,Series Title/Book Title,Series #,Book Title,Price 1,Price 2,Avg Price,Search Result
41,Barrett,Neal,The Leaves of Time,,,6.7,7.14,10.65625,
41,Barrett,Neal,Aldair: The Legion of Beasts,,,4.49,4.51,20.19176471,
40,Barrett,William E.,The Fools of Time,,,4.14,4.18,7.447,
40,Barrett Jr.,Neal,Kelwin,,,3.95,2.96,10.2925,
41,Barry,Mike,The Lone Wolf,1,Night Raider,10.69,18.39,44.33384615,
41,Barry,Mike,The Lone Wolf,2,Bay Prowler,10.69,18.39,30.13384615,
41,Barry,Mike,The Lone Wolf,3,Boston Avenger,10.69,18.39,25.20727273,
41,Barry,Mike,The Lone Wolf,4,Desert Stalker,5,10.69,21.15333333,
41,Barry,Mike,The Lone Wolf,5,Havana Hit,10.69,18.39,9.935555556,
41,Barry,Mike,The Lone Wolf,5,Havana Hit,10.69,18.39,9.935555556,
41,Barry,Mike,The Lone Wolf,6,Chicage Slaughter,,,,No Result
41,Barry,Mike,The Lone Wolf,6,Chicage Slaughter,,,,No Result
41,Barry,Mike,The Lone Wolf,7,Peruvian Nightmare,10.69,18.39,11.475,
41,Barry,Mike,The Lone Wolf,7,Peruvian Nightmare,10.69,18.39,11.475,
41,Barry,Mike,The Lone Wolf,7,Peruvian Nightmare,10.69,18.39,11.475,
41,Barry,Mike,The Lone Wolf,8,Los Angeles Holocause,,,,No Result
41,Barry,Mike,The Lone Wolf,9,Miami Marauder,10.69,18.39,8.958,
41,Barry,Mike,The Lone Wolf,9,Miami Marauder,10.69,18.39,8.958,
41,Barry,Mike,The Lone Wolf,9,Miami Marauder,10.69,18.39,8.958,
41,Barry,Mike,The Lone Wolf,10,Harlem Showdown,10.69,18.39,10.314,
41,Barry,Mike,The Lone Wolf,11,Detroit Massacre,10.69,18.39,10.208,
41,Barry,Mike,The Lone Wolf,12,Phoenix Inferno,10.69,18.39,31.61333333,
41,Barry,Mike,The Lone Wolf,13,The Killing Run,10.69,18.39,24.56666667,
41,Barry,Mike,The Lone Wolf,14,Philadelphia Blowup,8.82,11.99,22.92833333,
42,Barzman,Ben,Echo X,,,3.59,5.35,10.61133333,
41,Bass,T.J.,Half Past Human,,,5.6,6.3,25.37866667,
41,Bass,T.J.,The Godwhale,,,4.3,4.5,12.229,
41,Bass,T.J.,The Godwhale,,,4.3,4.5,12.229,
41,Bass,T.J.,Half Past Human,,,5.6,6.3,25.37866667,
42,Baum,L. Frank,Tik-Tok of Oz,,,3.64,4.04,4.110333333,
41,Bayley,Barrington J.,Collision Course,,,4,6,25.07666667,
41,Bayley,Barrington J.,The Grand Wheel,,,1,4,8.689,
41,Bayley,Barrington J.,Empire of Two Worlds,,,4.54,3,20.08172414,
41,Bayley,Barrington J.,The Fall Of Chronopolis,,,4.49,4.5,6.568666667,
41,Bayley,Barrington J.,Star Winds,,,5.4,5.41,14.50933333,
41,Bayley,Barrington J.,Star Winds,,,5.4,5.41,14.50933333,
41,Bayley,Barrington J.,Collision Course,,,4,6,25.07666667,
41,Beagle,Peter S.,The Last Unicorn,,,6.78,6.78,7.903,
41,Beagle,Peter S.,A Fine And Private Mess,,,,,,No Result
42,Bell,Neal,Gone to be Snakes Now,,,4.64,3,10.23380952,
42,Bellamy,Edward P.,Looking Backward,,,40,,40,
42,Bellow,Saul,Mr. Sammler's Planet,,,3.64,4.04,4.060333333,
42,Benford,Greg,Deeper Than the Darkneww,,,,,,No Result
42,Benoit,Pierre,Atlantida,,,4.05,1.5,6.614,
42,Berlyn,Michael,Crystal Phoenix,,,3.64,4.05,16.536,
42,Bernard,Christine,2nd Armada Ghost Book,,,3.16,4.02,12.974,
42,Bernard,Rafe,Army of the Undead,,,7,12,27.21052632,
42,Bester,Alfred,Starburst,,,5.53,5.97,5.253666667,
42,Bester,Alfred,Golem 100,,,4.02,4.03,7.636666667,
42,Bester,Alfred,The Dark Side of the Earth,,,1,1,6.941,
42,Bester,Alfred,The Stars My Destination,,,4.05,4.05,3.908,
42,Bester,Alfred,The Stars My Destination,,,4.05,4.05,3.908,
42,Bester,Alfred,Starburst,,,5.53,5.97,5.253666667,
42,Beynon,Jhon,Stowaway to Mars,,,,,,No Result
41,Biggers,Earl Derr,The Chinese Parrot,,,4.4,1,5.924,
41,Biggers,Earl Derr,Keeper of the Keys,,,6.55,3,8.603666667,
41,Biggers,Earl Derr,The House Without a Key,,,1,2,7.745666667,
41,Biggers,Earl Derr,Charlie Chan Carries On,,,1,5.59,7.249333333,
41,Biggers,Earl Derr,Behind That Curtain,,,4.48,4.48,7.650333333,
41,Biggers,Earl Derr,The House Without a Key,,,1,2,7.745666667,
41,Biggers,W. Watts,The Man Inside,,,7.99,7,201.8044444,
41,Biggle,Lloyd,The Light That Never Was,,,4.77,5.2,8.689,
41,Biggle,Lloyd,The Light That Never Was,,,4.77,5.2,8.689,
41,Biggle,Lloyd,The World Menders,,,3,7.43,7.647,
41,Biggle,Lloyd,The Metallic Muse,,,10,8.11,7.763333333,
41,Biggle,Lloyd,The Fury Out Of Time,,,3,8.99,12.18666667,
41,Biggle,Lloyd,All the Colors of Darkness,,,4.56,2.49,8.390666667,
41,Biggle,Lloyd,"The Still, Small Voice of Trumpets",,,3.59,3.3,3.821,
41,Binder,Eando,The Impossible World,,,6.03,3,17.55153846,
41,Binder,Eando,The Double Man,,,3.5,2.99,13.668,
41,Binder,Eando,Get Off My World,,,1.99,5.99,8.998461538,
41,Binder,Eando,Secret of the Red Spot,,,1.98,3.53,8.326923077,
41,Binder,Eando,Lords of Creation,,,5.39,1.69,18.971,
41,Binder,Eando,Menace of the Saucers,,,4.78,1.75,9.025666667,
41,Binder,Eando,"Anton York, Immortal",,,1.61,2.5,7.702666667,
41,Binder,Eando,Adam Link - Robot,,,3.58,3.59,4.692,
41,Binder,Eando,Puzzle of the Space Pyramids,,,12,3.32,15.77333333,
41,Binder,Eando,"Anton York, Immortal",,,1.61,2.5,7.702666667,
41,Binder,Eando,The Mind From Outer Space,,,4.75,5.34,8.385789474,
41,Binder,Eando,Night of the Saucers,,,1,4.13,3.902333333,
41,Binder,Eando,Five Steps to Tomorrow,,,5.2,2.94,11.12714286,
42,Bingham,John,Murder Plan Six,,,2.58,2.99,11.25625,
42,Birmingham,John,Our Time is Now,,,3,4.95,15.5,
42,Bischoff,David,Star Fall,,,1.75,1.5,9.609333333,
41,Bishop,Michael,A Funeral for the Eyes of Fire,,,1,1,8.43,
41,Bishop,Michael,Transfigurations,,,3.49,3.49,4.02,
41,Bishop,Michael,Beneath the Shattered Moons,,,6.48,3.5,22.755,
42,Bisson,Terry,Wyrldmaker,,,1.34,1.95,6.059333333,
42,Bixby,Jerome,Space by the Tale,,,1.5,7.43,10.13346154,
42,Blackburn,John,Bury Him Darkly,,,7.04,8,40.42066667,
42,Blackstock,Lee,The Shadow of Murder,,,1.5,5.4,4.421111111,
41,Blake,Nicholas,End of Chapter,,,3.64,4.04,4.332333333,
41,Blake,Nicholas,The Smiler With The Knife,,,4.05,4.05,10.107,
41,Blake,Nicholas,The Beast Must Die,,,1.83,4.47,4.511333333,
41,Blake,Nicholas,The Corpse in the Snowman,,,4.4,4.65,36.95466667,
41,Blish,James,Thirteen O'Clock and Other Zero Hours,,,12,13.5,9.07,
41,Blish,James,ESPER,,,1.25,1.5,7.07,
41,Blish,James,ESPER,,,1.25,1.5,7.07,
41,Blish,James,"Earthman, Come Home",,,3.49,3.49,3.393666667,
41,Blish,James,Midsummer Century,,,3.64,3.64,3.277,
41,Blish,James,Midsummer Century,,,3.64,3.64,3.277,
41,Blish,James,Cities In Flight,,,4.05,4.05,4.123666667,
41,Blish,James,Midsummer Century,,,3.64,3.64,3.277,
41,Blish,James,Spock Must Die!,,,1.01,1,16.44333333,
41,Blish,James,Titans' Daughter,,,4.09,2.58,5.214333333,
41,Blish,James,So Close to Home,,,1.99,6,10.33933333,
41,Blish,James,The Duplicated Man,,,4.75,2.5,7.528333333,
41,Blish,James,"Earthman, Come Home",,,3.49,3.49,3.393666667,
41,Blish,James,Black Easter,,,3.53,4,43.261,
41,Blish,James,The Warriors of Day,,,1,1,3.810666667,
41,Blish,James,A Life For The Stars,,,1.25,4.5,3.701666667,
41,Blish,James,A Case of Conscience,,,4.02,4.03,3.851666667,
41,Blish,James,The Star Dwellers,,,3.86,3.86,4.073666667,
41,Blish,James,The Triumph of Time,,,4.29,1,4.776333333,
41,Blish,James,The Quincunx of Time,,,4.97,5.16,5.303,
41,Blish,James,A Torrent of Faces,,,4.29,4.4,12.78266667,
41,Blish,James,The Night Shapes,,,4.7,4.88,4.882666667,
41,Blish,James,Galactic Cluster,,,1,1,3.263666667,
41,Blish,James,A Case of Conscience,,,4.02,4.03,3.851666667,
41,Blish,James,The Night Shapes,,,4.7,4.88,4.882666667,
41,Blish,James,A Life For The Stars,,,1.25,4.5,3.701666667,
41,Blish,James,The Triumph of Time,,,4.29,1,4.776333333,
41,Blish,James,The Warriors of Day,,,1,1,3.810666667,
41,Blish,James,The Star Dwellers,,,3.86,3.86,4.073666667,
41,Blish,James,The Frozen Year,,,5.49,2.99,30.152,
41,Blish,James,The Seedling Stars,,,4.49,1,4.237666667,
41,Blish,James,They Shall Have Stars,,,4.05,4.29,4.542,
41,Blish,James,Vor,,,1.45,4.5,4.226,
41,Blish,James,Titans' Daughter,,,4.09,2.58,5.214333333,
41,Blish,James,Jack of Eagles,,,4.37,4.49,4.107666667,
43,Blish,James,Star Trek 3,,,1.65,4.06,3.668666667,
43,Blish,James,Star Trek,10,,4.05,4.05,4.425666667,
43,Blish,James,Star Trek,10,,4.05,4.05,4.425666667,
43,Blish,James,Star Trek,9,,4.05,4.05,4.425666667,
S4,Blish,James,Nebula Award Stories Five,,,26,1.69,27.01633333,
41,Bloch,Robert,Double Science Fiction,,,5,5,6.89625,
41,Bloch,Robert,Dragons and Nightmares,,,4.95,7.6,30.58133333,
41,Bloch,Robert,Psycho II,,,6.85,6.85,9.963666667,
41,Bloch,Robert,Ladies' Day This / Crowded Earth,,,5.63,4,7.860333333,
41,Bloch,Robert,Atoms and Evil,,,3.95,7,6.503,
41,Bloch,Robert,Chamber of Horrors,,,8.75,9,22.37555556,
41,Bloch,Robert,Dragons and Nightmares,,,4.95,7.6,30.58133333,
42,Blondell,Joan,Center Door Fancy,,,4.36,4.36,41.486,
42,Bloodstone,John,Thundar!,,,3.99,10,83.44666667,
42,Bloodstone,Matthew,The Avenger,,,,,,No Result
42,Blum,Ralph,The Simultaneous Man,,,4.1,4.14,4.454,
42,Blyton,Enid,The Adventurous Four Again,,,4.09,1,3.403666667,
42,Bodelsen,Anders,Freezing Down,,,3.59,3.59,8.663,
41,Bok,Hannes,The Sorcerer's Ship,,,1,3.72,14.24533333,
41,Bok,Hannes,The Sorcerer's Ship,,,1,3.72,14.24533333,
42,Bond,J. Harvey,The Other World,,,4.49,1.75,5.758666667,
42,Bond,Nelson,Exiles of Time,,,3.49,3.49,14.94333333,
42,Bone,J. F.,The Lani People,,,3,3,9.298666667,
42,Boorman,John,Zardoz,,,11.58,13.9,68.86266667,
41,Boucher,Anthony,The Case of the Solid Key,,,10,10,87.93,
41,Boucher,Anthony,Rocket to the Morgue,,,8.09,13.96,47.54966667,
41,Boucher,Anthony,Rocket to the Morgue,,,8.09,13.96,47.54966667,
41,Boulle,Pierre,Garden on the Moon,,,1.5,4.8,6.956666667,
41,Boulle,Pierre,Time Out Of Mind,,,4,5.99,26.55,
41,Boulle,Pierre,Planet of the Apes,,,4.5,4.5,3.979333333,
42,Bounds,Sydney J.,The Robot Brains,,,3.59,1.99,10.33333333,
41,Bova,Ben,The Weathermakers,,,1.25,4.49,4.676666667,
41,Bova,Ben,The Starcrossed,,,1,4.43,4.120666667,
41,Bova,Ben,Analog Annual,,,4.03,4.05,9.667692308,
41,Bova,Ben,THX 1138,,,8.99,7,16.75233333,
41,Bova,Ben,Colony,,,3.61,3.61,3.095,
41,Bova,Ben,Capitol,,,,,,No Result
41,Bova,Ben,The Exiles Trilogy,,,3.64,1,3.635,
42,Bowen,John,After the Rain,,,4.49,5.06,4.402666667,
41,Boyd,John,The Organ Bank Farm,,,4.74,4.78,13.38041667,
41,Boyd,John,The Pollinators of Eden,,,3.49,3.49,3.770666667,
41,Boyd,John,The Gorgon Festival,,,1.5,4.99,11.0395,
41,Boyd,John,The Last Starship From Earth,,,4.37,1,4.541,
41,Boyd,John,The Last Starship From Earth,,,4.37,1,4.541,
41,Boyer,Robert H.,The Fantastic Imagnination,,,,,,No Result
41,Boyll,Randall,Darkman,,,4.05,4.05,4.136333333,
41,Brackett,Leigh,The Best of Leigh Brackett,,,10.51,10.74,28.72466667,
41,Brackett,Leigh,The Sword of Rhiannon,,,7,3,16.19233333,
41,Brackett,Leigh,The Sword of Rhiannon,,,7,3,16.19233333,
41,Brackett,Leigh,The Big Jump,,,4.01,1.25,5.254,
41,Brackett,Leigh,The Reavers of Skaith,,,4.26,4.26,6.543666667,
41,Brackett,Leigh,The Long Tomorrow,,,3.49,7.29,9.528333333,
41,Brackett,Leigh,The Reavers of Skaith,,,4.26,4.26,6.543666667,
41,Brackett,Leigh,The Ginger Star,,,1,4.08,4.38,
41,Brackett,Leigh,The Hounds of Skaith,,,3.64,4.04,3.569333333,
41,Brackett,Leigh,The Big Jump,,,4.01,1.25,5.254,
41,Brackett,Leigh,The Halfling,,,6.62,6.63,31.03296296,
41,Brackett,Leigh,The Halfling,,,6.62,6.63,31.03296296,
40,Bradbury,Edward P.,Warriors of Mars,,,1.13,1.92,12.564,
40,Bradbury,Edward P.,Barbarians of Mars,,,2.63,4,13.04033333,
40,Bradbury,Edward P.,Blades of Mars,,,1.5,3.95,10.07133333,
40,Bradbury,Ray,R is for Rocket,,,3.75,4.05,6.935666667,
40,Bradbury,Ray,The Machineries of Joy,,,3.64,3.64,3.653666667,
40,Bradbury,Ray,I Sing The Body Electric!,,,3.64,3.64,4.262666667,
40,Bradbury,Ray,Fahrenheit 451,,,3.64,3.64,3.983333333,
40,Bradbury,Ray,A Medicine For Melancholy,,,3.64,3.64,4.458666667,
40,Bradbury,Ray,The Silver Locusts,,,4.5,1,9.57,
40,Bradbury,Ray,The Illustrated Man,,,4.05,4.05,4.155666667,
40,Bradbury,Ray,The October Country,,,4.51,4.51,4.467,
40,Bradbury,Ray,Timeless Stories for Today And Tomorrow,,,3.79,8.39,16.68666667,
40,Bradbury,Ray,The Machineries of Joy,,,3.64,3.64,3.653666667,
40,Bradbury,Ray,Fahrenheit 451,,,3.64,3.64,3.983333333,
40,Bradbury,Ray,Something Wicked This Way Comes,,,3.64,3.64,4.008333333,
40,Bradbury,Ray,The Day It Rained Forever,,,5.36,5.37,6.792666667,
40,Bradbury,Ray,The Machineries of Joy,,,3.64,3.64,3.653666667,
41,Bradley,Marion Zimmer,Star of Danger,,,4.05,4.19,4.023,
41,Bradley,Marion Zimmer,Star of Danger,,,4.05,4.19,4.023,
41,Bradley,Marion Zimmer,The Bloody Sun,,,3.64,3.64,3.622,
41,Bradley,Marion Zimmer,Endless Voyage,,,1,1.75,7.786,
41,Bradley,Marion Zimmer,Endless Voyage,,,1,1.75,7.786,
41,Bradley,Marion Zimmer,Endless Universe,,,4.05,4.05,6.082333333,
41,Bradley,Marion Zimmer,The World Wreckers,,,3.67,4.08,3.9,
41,Bradley,Marion Zimmer,Web of Light,,,3.64,3.64,3.888666667,
41,Bradley,Marion Zimmer,Two to Conquer,,,4.05,4.05,4.196666667,
41,Bradley,Marion Zimmer,Darkover Landfall,,,3.49,3.59,3.860666667,
41,Bradley,Marion Zimmer,The Spell Sword,,,4.05,4.31,3.745666667,
41,Bradley,Marion Zimmer,Stormqueen!,,,4.05,4.05,3.798333333,
41,Bradley,Marion Zimmer,The Spell Sword,,,4.05,4.31,3.745666667,
41,Bradley,Marion Zimmer,Hunters of the Red Moon,,,3.65,4.05,3.610666667,
41,Bradley,Marion Zimmer,Hunters of the Red Moon,,,3.65,4.05,3.610666667,
41,Bradley,Marion Zimmer,Darkover Landfall,,,3.49,3.59,3.860666667,
41,Bradley,Marion Zimmer,The Spell Sword,,,4.05,4.31,3.745666667,
41,Bradley,Marion Zimmer,Two to Conquer,,,4.05,4.05,4.196666667,
41,Bradley,Marion Zimmer,Hunters of the Red Moon,,,3.65,4.05,3.610666667,
41,Bradley,Marion Zimmer,The Heritage of Hastur,,,4.05,4.05,3.783666667,
41,Bradley,Marion Zimmer,The Shattered Chain,,,1,4.05,3.89,
41,Bradley,Marion Zimmer,Sharra's Exile,,,4.04,4.05,3.437666667,
41,Bradley,Marion Zimmer,The Forbidden Tower,,,3.49,4.05,3.953333333,
41,Bradley,Marion Zimmer,The Forbidden Tower,,,3.49,4.05,3.953333333,
41,Brand,Max,Gunman's Reckoning,,,7.68,7.68,10.103,
41,Brand,Max,Blood On The Trail,,,4.08,4.09,8.83,
41,Brand,Max,Silvertip's Roundup,,,3.49,3.59,13.24933333,
41,Brand,Max,The Luck of the Spindrift,,,18.04,15,30.99307692,
41,Brand,Max,Silvertip's Roundup,,,3.49,3.59,13.24933333,
41,Brandner,Gary,The Big Brain,2,The Beelzebub Business,251.08,6,67.23666667,
41,Brandner,Gary,The Big Brain,1,The Aardvark Affair,3,3.5,21.93962963,
41,Brett,Michael,"Kill Him Quickly, It's Raining",,,6.16,4.95,10.91714286,
41,Brett,Michael,An Ear For Murder,,,4.05,3,13.81272727,
41,Brett,Michael,"Turn Blue, You Murderers",,,10,18,16.83333333,
41,Brett,Michael,"We, The Killers",,,4.5,4.92,7.762222222,
41,Brett,Michael,"We, The Killers",,,4.5,4.92,7.762222222,
41,Brett,Michael,"Lie A Little, Die A Little",,,2.95,8.99,17.57166667,
41,Brewer,Gil,It Takes a Thief,1,,7,2,8.086666667,
41,Brickhill,Paul,The Dam Busters,,,3.64,4.05,2.703666667,
41,Brisco,Pat A.,The Other People,,,25,,25,
41,Britain,Dan,The Godmakers,,,3,8,10.8975,
41,Broderick,Damien,Sorcerer's World,,,3.59,3.59,5.066666667,
41,Broderick,Damien,Sorcerer's World,,,3.59,3.59,5.066666667,
41,Broderick,Damien,Sorcerer's World,,,3.59,3.59,5.066666667,
41,Brooks,Terry,The Sword of Shannara,,,3.42,3.42,3.858666667,
41,Brooks,Terry,The Wishsong of Shannara,,,3.59,3.64,4.019333333,
41,Brooks,Terry,The Sword of Shannara,,,3.42,3.42,3.858666667,
42,Brower,Brock,The Late Great Creature,,,5.13,5.13,9.645666667,
41,Brown,Carter,The Hang-up Kid,,,4.09,4.65,10.04125,
41,Brown,Carter,The Angry Amazons,,,3,4.58,21.33333333,
41,Brown,Carter,The Aseptic Murders,,,2.34,3,16.47,
41,Brown,Carter,The Hammer of Thor,,,5.45,2.25,24.98782609,
41,Brown,Carter,Phreak-Out!,,,3.5,5,18.96444444,
41,Brown,Carter,Murder in the Key Club,,,6.6,6,20.60888889,
41,Brown,Carter,Phreak-Out!,,,3.5,5,18.96444444,
41,Brown,Carter,True Son of the Beast!,,,2.95,3.5,18.776,
41,Brown,Carter,Charlie Sent Me!,,,5.92,1.97,18.63272727,
41,Brown,Carter,The Ever-Loving Blues,,,2.7,6,15.16962963,
41,Brown,Carter,Had I But Groaned,,,3.49,3.49,5.52,
41,Brown,Carter,Donavan,,,3.25,3.75,20.37833333,
41,Brown,Carter,The Myopic Mermaid,,,5,13.99,13.03428571,
41,Brown,Carter,The Body,,,4.32,2.75,15.44066667,
41,Brown,Carter,"Walk Softly, Witch",,,3.58,7.99,27.401,
41,Brown,Carter,The Mini-Murders,,,3.97,8.99,15.53111111,
41,Brown,Carter,The Mini-Murders,,,3.97,8.99,15.53111111,
41,Brown,Carter,Target for their Dark Desire,,,3.5,3.95,12,
41,Brown,Carter,The Lady is Transparent,,,5.62,5.62,38.0472,
41,Brown,Carter,The Brazen,,,2.5,7.96,10.5555,
41,Brown,Carter,The White Bikini,,,3.57,5,9.017647059,
41,Brown,Carter,Night Wheeler,,,7.2,4.62,24.42882353,
41,Brown,Carter,The Iron Maiden,,,5,9.13,21.028,
41,Brown,Carter,The Sad-Eyed Seductress,,,7.64,7.64,17.428125,
41,Brown,Carter,The Ever-Loving Blues,,,2.7,6,15.16962963,
41,Brown,Carter,The Desired,,,2.58,2.75,23.20411765,
41,Brown,Carter,The Girl From Outer Space,,,2.58,3,9.13875,
41,Brown,Carter,The Unorthodox Corpse,,,6.86,3,25.40545455,
41,Brown,Carter,Hellcat,,,11.96,5.35,13.75090909,
41,Brown,Carter,The Dame,,,5.53,3,8.005454545,
41,Brown,Carter,The Coven,,,2,21.48,22.97904762,
42,Brown,Dan,Angels & Demons,,,3.24,3.24,3.469333333,
42,Brown,Fredric,"Martians, Go Home",,,6.35,6.56,7.129666667,
42,Brown,Fredric,"Martians, Go Home",,,6.35,6.56,7.129666667,
42,Brown,Fredric,Rogue in Space,,,3.64,3.64,3.618,
42,Brown,Rosel George,The Waters of Centaurus,,,4.22,4.5,12.10411765,
42,Brown,Rosel George,Galactic Sibyl Sue Blue,,,10,3.88,7.052,
42,Brown,Rosel George,Galactic Sibyl Sue Blue,,,10,3.88,7.052,
42,Brown,Rosel George,A Handful of Time,,,15,7.97,57.569,
42,Browne,Robert,The New Atoms Bombshel,,,,,,No Result
41,Brunner,John,The Wrong End of Time,,,1,1,3.289666667,
41,Brunner,John,Meeting at Infinity,,,1.99,5.84,9.481,
41,Brunner,John,Web of Everywhere,,,4.37,4.37,4.312333333,
41,Brunner,John,The Avengers of Carrig,,,1,4.14,3.754,
41,Brunner,John,The Super Barbarians,,,4.39,5.74,5.125,
41,Brunner,John,The Sheep Look Up,,,1,1,7.139666667,
41,Brunner,John,"Double, Double",,,4.08,4.08,4.270666667,
41,Brunner,John,The Productions of Time,,,3.65,4.05,4.067333333,
41,Brunner,John,Bedlam Planet,,,4.05,4.43,4.051,
41,Brunner,John,The Whole Man,,,3.58,3.59,3.901,
41,Brunner,John,The Dramaturges of Yan,,,1.83,4.26,3.274666667,
41,Brunner,John,the Atlantic Abomination,,,1.58,6.76,9.529,
41,Brunner,John,Meeting at Infinity,,,1.99,5.84,9.481,
41,Brunner,John,The Shockwave Rider,,,3.64,3.64,4.031,
41,Brunner,John,The Jagged Orbit,,,4.49,4.49,4.253333333,
41,Brunner,John,Meeting at Infinity,,,1.99,5.84,9.481,
41,Brunner,John,Born Under Mars,,,1,4.14,3.721333333,
41,Brunner,John,The Traveler in Black,,,3.64,4.04,4.096666667,
41,Brunner,John,The Dramaturges of Yan,,,1.83,4.26,3.274666667,
41,Brunner,John,Squares of the City,,,3.59,3.59,3.652666667,
41,Brunner,John,Entry to Elsewhen,,,5.67,7.43,8.823666667,
41,Brunner,John,The Stardroppers,,,1,3.7,5.271,
41,Brunner,John,the Book of John Brunner,,,1.88,4.25,25.36,
41,Brunner,John,To Conquer Chaos,,,4.74,4.89,5.037666667,
41,Brunner,John,Age of Miracles,,,4.14,4.49,4.555666667,
41,Brunner,John,The Dreaming Earth,,,3.64,3.64,4.422333333,
41,Brunner,John,Black is the Color,,,4,5.95,18.452,
41,Brunner,John,Into the Slave Nebula,,,1,1,5.922,
41,Brunner,John,The Dreaming Earth,,,3.64,3.64,4.422333333,
41,Brunner,John,The Day of the Star Cities,,,4.97,4.98,6.232333333,
41,Brunner,John,Catch a Falling Star,,,3.59,1,3.252,
41,Brunner,John,The Jagged Orbit,,,4.49,4.49,4.253333333,
41,Brunner,John,The Stone That Never Came Down,,,1,1,3.823333333,
41,Brunner,John,Total Eclipse,,,1,1,4.151333333,
41,Brunner,John,Interstellar Empire,,,3.74,4.05,6.042666667,
41,Brunner,John,Interstellar Empire,,,3.74,4.05,6.042666667,
41,Brunner,John,Polymath,,,1,4,5.446666667,
41,Brunner,John,Give Warning to the World,,,1.85,1.97,9.675652174,
41,Brunner,John,Total Eclipse,,,1,1,4.151333333,
